OrderID,CustomerID,OrderDate
307,339,2025-01-04
308,301,2025-02-06
309,350,2025-07-23
310,75,2025-07-19
311,450,2025-06-20
312,288,2024-12-13
313,171,2024-09-11
314,10,2024-12-15
315,197,2024-11-02
316,238,2025-05-01
317,432,2024-12-30
318,396,2024-11-29
319,347,2024-11-04
320,99,2025-03-19
321,65,2025-01-30
322,335,2025-07-06
323,7,2024-08-31
324,230,2025-05-15
325,237,2024-09-09
326,440,2024-12-23
327,394,2025-05-09
328,138,2025-06-28
329,419,2025-07-11
330,209,2025-08-03
331,42,2024-12-29
332,380,2024-12-29
333,29,2024-11-20
334,12,2025-07-13
335,352,2024-09-02
336,308,2024-11-28
337,438,2025-04-12
338,158,2024-11-19
339,361,2025-07-27
340,138,2025-01-22
341,207,2024-09-23
342,390,2025-06-04
343,102,2024-11-01
344,9,2024-10-27
345,355,2025-06-06
346,477,2025-01-22
347,373,2025-06-22
348,155,2025-04-28
349,481,2025-06-26
350,91,2025-02-20
351,334,2025-03-31
352,365,2025-05-21
353,129,2025-05-19
354,370,2025-01-02
355,368,2025-06-21
356,119,2025-04-16
357,223,2025-04-11
358,373,2025-04-02
359,339,2025-04-01
360,55,2024-10-30
361,434,2024-10-24
362,279,2025-05-03
363,248,2025-02-07
364,7,2024-09-03
365,461,2025-08-11
366,428,2025-04-12
367,417,2024-10-08
368,62,2024-12-11
369,390,2025-03-22
370,335,2025-01-06
371,483,2025-01-29
372,378,2025-07-21
373,225,2024-11-13
374,338,2025-04-28
375,59,2025-06-19
376,67,2025-02-24
377,401,2024-09-16
378,348,2025-08-09
379,356,2025-07-22
380,329,2025-07-29
381,384,2024-10-04
382,302,2025-07-11
383,292,2024-12-23
384,455,2025-08-11
385,440,2024-10-22
386,256,2025-06-28
387,385,2024-11-04
388,387,2024-12-19
389,223,2025-04-30
390,433,2025-02-18
391,277,2025-01-22
392,415,2025-02-25
393,99,2025-04-24
394,333,2024-12-09
395,250,2025-08-12
396,344,2024-10-18
397,138,2024-12-14
398,228,2024-12-17
399,403,2025-01-12
400,158,2025-06-16
401,386,2025-03-26
402,269,2024-08-17
403,53,2024-08-17
404,161,2025-01-20
405,271,2024-10-07
406,305,2024-11-25
407,286,2025-01-05
408,224,2025-05-10
409,36,2024-11-20
410,193,2025-05-22
411,190,2024-12-26
412,101,2025-04-27
413,86,2024-11-25
414,241,2025-07-08
415,457,2025-07-06
416,442,2025-07-01
417,500,2024-10-14
418,257,2024-10-11
419,440,2025-01-12
420,213,2025-01-17
421,283,2025-06-03
422,262,2025-01-23
423,234,2025-03-02
424,441,2024-09-28
425,142,2024-08-17
426,164,2024-10-26
427,145,2025-03-25
428,271,2025-06-20
429,301,2025-06-01
430,382,2024-08-25
431,188,2024-10-01
432,62,2024-11-01
433,361,2024-08-30
434,280,2024-12-13
435,111,2024-08-14
436,88,2025-03-27
437,56,2024-11-02
438,335,2024-09-30
439,37,2025-02-16
440,454,2024-09-25
441,424,2025-06-02
442,112,2025-04-25
443,410,2025-06-24
444,381,2025-08-05
445,457,2025-06-26
446,132,2024-08-20
447,59,2024-11-12
448,410,2025-07-24
449,417,2024-11-10
450,85,2025-06-25
451,114,2024-10-23
452,115,2024-11-25
453,262,2024-12-29
454,365,2025-06-20
455,43,2025-06-04
456,269,2025-04-15
457,440,2024-10-09
458,384,2025-01-15
459,316,2025-06-17
460,111,2024-11-15
461,111,2025-01-16
462,202,2024-10-14
463,365,2024-09-10
464,479,2025-03-25
465,9,2025-05-06
466,423,2025-07-27
467,87,2024-10-14
468,73,2025-02-02
469,415,2025-01-12
470,193,2024-11-28
471,182,2024-10-04
472,88,2025-06-24
473,205,2025-07-15
474,40,2024-09-06
475,125,2024-08-23
476,180,2025-05-11
477,118,2024-09-19
478,296,2025-06-28
479,244,2025-05-17
480,257,2025-01-22
481,195,2025-03-11
482,135,2025-02-15
483,275,2024-10-06
484,251,2024-09-01
485,365,2025-04-29
486,359,2024-09-19
487,52,2025-08-09
488,255,2024-09-01
489,147,2025-01-27
490,207,2024-08-20
491,458,2025-01-16
492,210,2025-03-03
493,92,2025-05-31
494,135,2025-05-03
495,387,2025-01-23
496,51,2025-06-05
497,131,2024-10-08
498,190,2025-06-24
499,188,2024-09-18
500,120,2024-10-19
501,199,2025-04-01
502,401,2024-12-08
503,24,2025-05-14
504,326,2025-01-20
505,82,2025-02-16
506,78,2025-07-05
507,297,2024-11-18
508,16,2024-08-26
509,498,2025-06-12
510,272,2024-09-03
511,52,2024-08-16
512,207,2024-08-18
513,144,2025-01-22
514,149,2025-05-01
515,292,2024-08-23
516,346,2024-10-01
517,350,2025-07-07
518,155,2024-09-21
519,226,2024-12-09
520,153,2025-07-30
521,33,2024-11-29
522,88,2025-05-20
523,358,2025-03-26
524,464,2025-01-09
525,192,2025-03-31
526,258,2025-05-22
527,472,2024-09-12
528,248,2025-08-13
529,239,2025-06-11
530,244,2024-10-19
531,95,2025-06-13
532,2,2025-02-06
533,224,2025-06-06
534,342,2025-08-10
535,460,2024-11-29
536,72,2024-11-23
537,210,2025-02-21
538,143,2024-08-20
539,35,2025-07-03
540,134,2025-07-09
541,97,2025-03-28
542,392,2025-02-06
543,8,2025-04-08
544,486,2024-10-11
545,70,2025-04-23
546,38,2024-09-25
547,430,2025-03-21
548,344,2025-01-09
549,258,2025-03-18
550,458,2025-04-14
551,291,2024-09-06
552,417,2024-11-01
553,85,2024-12-09
554,364,2025-03-18
555,93,2025-03-18
556,337,2025-02-15
557,492,2024-11-25
558,140,2025-04-17
559,267,2025-04-01
560,27,2024-09-21
561,17,2025-06-08
562,485,2025-03-10
563,76,2025-06-10
564,240,2025-05-12
565,343,2024-11-08
566,493,2024-11-06
567,312,2025-06-28
568,214,2025-01-26
569,213,2025-06-30
570,400,2025-08-11
571,251,2025-02-18
572,230,2024-11-04
573,219,2024-11-02
574,67,2025-02-06
575,281,2025-03-10
576,485,2024-09-24
577,49,2025-02-28
578,467,2025-01-13
579,309,2024-12-27
580,462,2025-06-30
581,269,2025-08-06
582,21,2025-04-12
583,265,2024-12-06
584,59,2024-11-28
585,442,2025-03-25
586,416,2025-02-21
587,46,2025-07-27
588,344,2025-05-01
589,333,2024-10-11
590,19,2025-04-05
591,329,2025-03-18
592,261,2025-07-03
593,245,2024-11-26
594,230,2025-03-28
595,239,2025-03-16
596,203,2024-11-13
597,447,2025-05-13
598,99,2025-04-19
599,419,2025-06-26
600,250,2024-11-10
601,310,2025-05-07
602,89,2025-08-01
603,333,2025-06-12
604,239,2024-09-28
605,144,2024-10-02
606,194,2025-07-16
607,490,2024-09-18
608,46,2025-01-09
609,328,2024-08-15
610,250,2024-08-25
611,279,2025-05-23
612,482,2024-09-26
613,248,2024-10-08
614,454,2025-06-03
615,98,2025-03-22
616,241,2024-10-27
617,344,2025-01-01
618,28,2025-02-09
619,424,2025-08-10
620,258,2024-10-13
621,120,2025-03-29
622,146,2025-07-11
623,397,2024-11-18
624,375,2025-05-29
625,406,2024-11-29
626,413,2024-12-28
627,456,2024-09-11
628,242,2024-09-06
629,27,2024-09-20
630,29,2024-11-12
631,443,2025-07-15
632,380,2024-10-07
633,383,2025-03-01
634,459,2024-11-22
635,432,2025-04-17
636,469,2025-04-22
637,148,2025-04-12
638,7,2025-01-31
639,465,2024-11-26
640,448,2025-07-06
641,201,2024-10-05
642,193,2024-09-06
643,5,2024-10-02
644,428,2025-01-04
645,468,2025-07-09
646,366,2025-06-09
647,305,2024-10-02
648,139,2025-06-27
649,341,2025-01-10
650,59,2025-04-16
651,183,2025-06-21
652,220,2025-01-20
653,448,2025-08-14
654,173,2025-03-10
655,55,2025-07-16
656,324,2025-03-08
657,481,2025-02-05
658,477,2024-11-03
659,4,2025-06-20
660,316,2024-10-12
661,330,2025-03-16
662,257,2025-05-04
663,453,2025-08-07
664,472,2025-06-05
665,391,2025-06-26
666,364,2024-12-11
667,34,2024-08-29
668,33,2025-01-19
669,98,2024-11-06
670,332,2025-02-27
671,158,2025-05-26
672,197,2025-08-01
673,5,2025-06-01
674,194,2025-04-29
675,211,2025-02-05
676,121,2025-07-08
677,135,2025-07-19
678,209,2024-12-22
679,325,2025-07-09
680,247,2025-02-13
681,392,2025-03-18
682,340,2025-06-25
683,11,2024-11-30
684,186,2024-12-20
685,424,2025-02-25
686,195,2025-06-25
687,102,2025-04-05
688,452,2024-11-15
689,247,2025-04-07
690,167,2025-08-01
691,290,2024-11-11
692,309,2024-12-17
693,88,2025-08-10
694,460,2025-03-31
695,401,2024-11-18
696,287,2025-05-10
697,12,2025-05-20
698,4,2025-04-21
699,55,2025-01-04
700,416,2025-04-03
701,184,2025-02-21
702,371,2025-07-31
703,82,2025-07-20
704,62,2025-08-06
705,380,2024-09-13
706,494,2024-11-21
707,280,2025-04-23
708,217,2025-04-30
709,308,2025-05-28
710,160,2024-10-18
711,398,2025-04-20
712,396,2024-12-29
713,345,2024-09-15
714,336,2025-01-28
715,349,2024-12-05
716,291,2025-03-09
717,467,2025-01-30
718,4,2025-05-02
719,358,2024-10-05
720,349,2025-05-13
721,232,2025-06-22
722,309,2024-09-29
723,419,2025-02-07
724,148,2025-02-13
725,359,2025-02-10
726,160,2025-06-28
727,109,2025-01-29
728,74,2025-02-20
729,390,2024-12-14
730,196,2025-02-15
731,137,2024-10-29
732,259,2025-02-17
733,106,2025-04-27
734,295,2025-06-27
735,339,2024-10-27
736,417,2025-05-29
737,25,2025-05-23
738,267,2024-11-28
739,163,2025-06-22
740,430,2025-04-12
741,409,2024-10-09
742,435,2025-08-03
743,72,2024-10-26
744,140,2025-03-19
745,334,2025-02-20
746,41,2024-12-14
747,259,2025-03-31
748,330,2024-09-23
749,338,2025-07-13
750,337,2025-03-10
751,116,2025-03-18
752,227,2024-08-30
753,172,2025-05-09
754,294,2025-04-07
755,169,2025-07-28
756,460,2024-11-15
757,34,2025-08-04
758,424,2025-01-31
759,417,2024-09-27
760,35,2025-03-06
761,461,2024-11-09
762,206,2024-11-01
763,318,2024-09-28
764,161,2025-08-13
765,11,2024-08-28
766,189,2025-05-17
767,364,2025-07-19
768,229,2025-07-17
769,362,2025-04-04
770,257,2025-02-28
771,4,2025-07-08
772,434,2025-04-04
773,280,2024-11-15
774,412,2024-12-10
775,366,2024-08-18
776,78,2024-09-23
777,283,2025-02-19
778,246,2025-04-02
779,120,2025-07-07
780,214,2025-01-22
781,198,2025-03-02
782,311,2024-10-03
783,454,2025-05-14
784,394,2025-06-07
785,486,2024-12-05
786,349,2024-11-27
787,260,2025-07-08
788,417,2025-01-31
789,296,2024-12-02
790,409,2025-04-23
791,27,2025-01-25
792,16,2024-10-12
793,190,2024-09-09
794,30,2025-04-01
795,167,2025-08-08
796,486,2025-02-25
797,326,2025-05-14
798,362,2024-08-31
799,104,2025-04-06
800,466,2025-04-12
801,222,2025-01-28
802,206,2024-11-18
803,410,2025-05-28
804,465,2025-06-14
805,50,2024-12-06
806,75,2025-05-01
807,293,2024-11-28
808,417,2025-01-08
809,117,2025-04-23
810,11,2024-12-28
811,221,2025-05-11
812,440,2025-03-14
813,50,2025-03-16
814,321,2025-06-26
815,385,2025-07-08
816,80,2025-02-15
817,424,2024-11-21
818,1,2025-06-13
819,59,2024-09-23
820,124,2025-05-28
821,274,2025-03-09
822,308,2025-07-18
823,491,2025-05-02
824,9,2025-05-06
825,270,2025-08-14
826,131,2025-05-18
827,134,2025-08-09
828,359,2024-08-16
829,151,2024-11-14
830,285,2024-12-17
831,339,2025-03-19
832,70,2025-01-04
833,361,2025-04-29
834,355,2025-07-23
835,19,2025-01-25
836,329,2025-01-20
837,482,2025-04-13
838,425,2024-11-30
839,150,2025-03-24
840,289,2025-02-03
841,126,2025-05-23
842,142,2025-01-29
843,417,2025-03-25
844,481,2025-02-12
845,412,2024-08-30
846,45,2025-06-27
847,195,2024-10-11
848,346,2024-12-22
849,132,2025-02-26
850,363,2024-10-03
851,440,2025-07-25
852,338,2025-07-14
853,325,2024-10-10
854,297,2024-10-09
855,290,2025-03-22
856,205,2024-08-30
857,293,2025-06-23
858,497,2025-01-15
859,128,2024-09-09
860,375,2024-10-30
861,156,2024-12-03
862,130,2025-06-29
863,465,2025-06-01
864,418,2025-01-16
865,28,2025-02-21
866,283,2025-05-05
867,493,2025-06-18
868,95,2024-11-13
869,81,2025-02-13
870,22,2025-07-05
871,173,2024-11-29
872,193,2024-09-03
873,235,2025-02-22
874,200,2025-06-25
875,226,2025-03-13
876,170,2025-06-08
877,358,2024-09-17
878,282,2025-04-01
879,400,2025-02-08
880,427,2025-01-17
881,333,2025-05-20
882,280,2025-04-26
883,500,2024-11-02
884,138,2025-04-15
885,444,2024-09-28
886,478,2025-01-19
887,377,2025-07-20
888,321,2024-09-13
889,474,2024-10-25
890,485,2025-01-05
891,411,2024-08-24
892,470,2024-12-23
893,466,2024-09-12
894,62,2025-07-13
895,149,2025-03-05
896,339,2025-06-14
897,186,2025-08-10
898,325,2025-07-01
899,105,2024-12-28
900,347,2025-04-20
901,431,2025-02-09
902,198,2025-05-07
903,459,2024-11-14
904,190,2025-08-07
905,392,2025-01-18
906,264,2024-09-03
907,327,2025-04-07
908,488,2025-03-19
909,83,2025-03-08
910,124,2025-03-17
911,160,2024-08-22
912,129,2025-02-14
913,293,2025-05-06
914,51,2024-11-25
915,349,2025-03-02
916,497,2024-12-13
917,233,2025-06-29
918,307,2024-12-24
919,264,2025-03-29
920,280,2025-04-17
921,401,2024-12-19
922,35,2025-04-29
923,145,2025-01-15
924,25,2025-04-26
925,336,2024-11-27
926,201,2024-12-26
927,119,2025-01-18
928,495,2024-11-12
929,126,2024-09-03
930,388,2024-11-11
931,179,2024-09-29
932,376,2025-03-25
933,189,2024-12-15
934,390,2025-03-23
935,368,2024-10-13
936,297,2025-07-01
937,446,2025-04-16
938,251,2025-01-26
939,128,2024-12-26
940,449,2025-07-21
941,479,2024-08-28
942,410,2024-09-01
943,72,2024-12-20
944,477,2025-07-28
945,284,2024-09-15
946,153,2025-07-30
947,4,2025-07-25
948,106,2025-05-10
949,199,2025-04-01
950,85,2025-08-04
951,93,2025-03-10
952,3,2024-09-27
953,395,2024-08-23
954,33,2025-01-17
955,78,2024-08-29
956,31,2025-02-11
957,285,2025-07-23
958,235,2024-12-19
959,39,2024-09-15
960,497,2024-12-17
961,256,2025-06-22
962,207,2024-11-05
963,185,2025-07-16
964,384,2025-02-25
965,382,2025-07-04
966,321,2025-05-22
967,82,2024-09-03
968,101,2024-12-25
969,199,2025-02-22
970,135,2025-02-21
971,321,2025-04-08
972,91,2024-09-17
973,336,2024-08-16
974,17,2025-05-13
975,386,2025-06-23
976,409,2025-03-18
977,399,2025-04-09
978,229,2025-06-08
979,183,2025-03-06
980,352,2025-02-20
981,180,2025-02-01
982,498,2024-11-10
983,363,2024-10-19
984,2,2024-10-18
985,86,2025-06-01
986,350,2024-10-17
987,172,2025-05-29
988,179,2025-07-30
989,466,2024-09-22
990,488,2025-05-10
991,23,2024-11-07
992,8,2024-09-02
993,432,2025-08-11
994,225,2025-08-07
995,457,2024-11-23
996,131,2025-01-19
997,208,2025-08-04
998,444,2024-09-24
999,367,2025-03-05
1000,393,2024-09-25
1001,186,2024-11-29
1002,261,2025-04-15
1003,476,2025-07-03
1004,165,2025-08-08
1005,476,2024-12-22
1006,460,2025-01-26
1007,301,2025-06-13
1008,447,2024-11-18
1009,295,2024-10-02
1010,489,2024-09-02
1011,14,2025-04-18
1012,186,2024-10-27
1013,112,2025-02-06
1014,398,2024-11-24
1015,214,2025-07-14
1016,388,2025-05-04
1017,372,2024-09-11
1018,97,2025-04-28
1019,416,2024-12-13
1020,456,2025-08-11
1021,253,2025-06-15
1022,254,2025-02-06
1023,47,2025-06-09
1024,401,2025-01-27
1025,10,2025-04-20
1026,147,2025-01-07
1027,463,2025-06-10
1028,68,2025-01-02
1029,486,2025-05-28
1030,266,2025-06-29
1031,152,2024-12-26
1032,499,2025-04-03
1033,264,2025-04-22
1034,181,2024-10-07
1035,72,2025-06-30
1036,399,2024-12-14
1037,265,2024-12-23
1038,121,2025-04-15
1039,383,2025-03-24
1040,188,2025-03-05
1041,64,2025-08-06
1042,14,2025-08-11
1043,84,2024-10-06
1044,232,2025-03-08
1045,422,2024-10-19
1046,428,2025-08-13
1047,394,2024-09-01
1048,369,2025-05-10
1049,431,2025-05-11
1050,9,2025-05-16
1051,470,2025-06-19
1052,189,2025-01-24
1053,431,2025-06-25
1054,335,2025-03-12
1055,10,2024-10-20
1056,397,2025-03-02
1057,411,2025-06-12
1058,158,2025-04-15
1059,357,2025-07-26
1060,85,2024-08-22
1061,127,2025-02-21
1062,11,2024-09-27
1063,487,2024-11-12
1064,438,2024-10-08
1065,499,2025-05-03
1066,463,2024-12-18
1067,35,2025-06-02
1068,232,2024-12-22
1069,82,2025-05-21
1070,421,2025-06-07
1071,335,2025-03-28
1072,244,2024-10-11
1073,470,2025-01-27
1074,364,2025-05-28
1075,309,2025-04-24
1076,216,2024-12-30
1077,434,2025-02-01
1078,477,2024-08-17
1079,482,2024-12-10
1080,431,2024-09-23
1081,496,2024-08-14
1082,405,2024-10-06
1083,82,2025-03-30
1084,285,2025-06-24
1085,133,2025-04-29
1086,390,2025-03-16
1087,449,2025-04-05
1088,131,2024-08-16
1089,198,2025-03-04
1090,277,2024-10-03
1091,240,2024-10-15
1092,2,2025-05-31
1093,239,2024-09-11
1094,162,2024-12-26
1095,164,2025-03-26
1096,487,2024-08-20
1097,442,2024-10-28
1098,348,2025-03-25
1099,66,2024-10-25
1100,216,2025-03-31
1101,15,2025-06-28
1102,80,2025-04-26
1103,422,2024-12-14
1104,390,2025-03-19
1105,9,2024-11-01
1106,99,2025-03-29
1107,108,2024-09-23
1108,354,2025-04-07
1109,341,2025-07-26
1110,186,2025-02-14
1111,9,2024-10-15
1112,218,2024-09-04
1113,415,2025-03-11
1114,314,2024-12-27
1115,44,2025-08-12
1116,153,2025-01-13
1117,190,2024-12-29
1118,97,2024-12-15
1119,445,2025-03-26
1120,95,2024-10-08
1121,119,2025-08-05
1122,392,2025-06-23
1123,223,2024-11-30
1124,327,2025-06-05
1125,474,2025-05-16
1126,186,2025-04-14
1127,394,2025-03-19
1128,80,2025-04-20
1129,21,2025-05-06
1130,10,2025-01-30
1131,138,2024-12-30
1132,97,2024-12-18
1133,440,2024-10-26
1134,38,2025-06-19
1135,11,2025-01-25
1136,88,2025-04-10
1137,236,2025-03-13
1138,169,2024-09-04
1139,484,2024-10-11
1140,188,2025-02-10
1141,284,2024-10-16
1142,331,2024-12-26
1143,499,2025-03-01
1144,158,2024-12-28
1145,492,2025-01-01
1146,231,2025-01-29
1147,364,2025-02-23
1148,234,2025-07-04
1149,411,2024-10-19
1150,432,2025-02-16
1151,83,2025-05-14
1152,428,2025-01-05
1153,477,2024-11-11
1154,156,2025-05-16
1155,132,2024-12-26
1156,70,2025-05-20
1157,213,2025-05-25
1158,108,2025-03-30
1159,368,2024-11-11
1160,173,2025-01-03
1161,462,2024-11-04
1162,287,2024-10-29
1163,211,2025-04-16
1164,212,2025-02-04
1165,295,2024-10-19
1166,24,2025-01-01
1167,313,2025-01-02
1168,54,2024-12-22
1169,114,2025-02-08
1170,22,2025-04-09
1171,356,2025-01-20
1172,393,2025-06-14
1173,48,2025-01-09
1174,349,2025-04-06
1175,498,2025-08-03
1176,493,2025-04-06
1177,7,2025-02-05
1178,22,2025-05-29
1179,254,2025-06-22
1180,200,2025-03-20
1181,333,2025-01-31
1182,472,2025-05-29
1183,233,2025-07-28
1184,307,2024-12-27
1185,213,2025-05-27
1186,35,2025-05-28
1187,20,2024-09-04
1188,123,2024-09-02
1189,318,2025-03-02
1190,28,2024-11-07
1191,197,2025-07-29
1192,155,2024-12-04
1193,340,2024-11-24
1194,411,2024-08-27
1195,80,2025-05-07
1196,376,2025-05-24
1197,286,2024-10-20
1198,328,2024-10-16
1199,148,2025-02-20
1200,216,2025-02-08
1201,248,2025-06-03
1202,254,2025-02-02
1203,460,2025-03-11
1204,197,2025-05-02
1205,450,2024-12-20
1206,211,2025-08-08
1207,318,2024-09-28
1208,59,2025-04-13
1209,42,2025-06-09
1210,262,2024-11-13
1211,289,2025-02-09
1212,78,2025-06-07
1213,51,2024-11-01
1214,461,2024-09-16
1215,284,2025-05-02
1216,192,2024-09-15
1217,162,2025-04-06
1218,228,2025-01-07
1219,15,2025-03-30
1220,70,2025-03-31
1221,220,2024-12-08
1222,460,2025-06-07
1223,130,2025-07-13
1224,248,2025-06-02
1225,167,2025-05-05
1226,180,2025-04-21
1227,157,2025-06-09
1228,411,2025-05-13
1229,72,2024-12-18
1230,138,2025-04-26
1231,445,2025-01-29
1232,208,2025-05-19
1233,151,2024-11-20
1234,496,2025-08-01
1235,287,2025-04-15
1236,432,2025-04-08
1237,16,2025-08-08
1238,466,2024-11-02
1239,301,2024-11-10
1240,448,2024-08-31
1241,440,2024-08-17
1242,399,2024-12-02
1243,202,2025-04-26
1244,324,2024-08-17
1245,217,2024-10-23
1246,346,2025-06-16
1247,413,2025-03-07
