TripID,OrderID,DriverID,DeliveryDate,Status
65,65,7,2025-04-22,Pending
66,66,33,2024-10-21,Delivered
67,67,15,2025-07-21,Cancelled
68,68,23,2025-07-30,Cancelled
69,69,29,2025-07-29,Pending
70,70,32,2025-01-24,Cancelled
71,71,33,2025-02-04,Delivered
72,72,15,2025-02-13,Delivered
73,73,35,2024-11-06,Cancelled
74,74,4,2024-11-12,Cancelled
75,75,19,2024-12-02,Cancelled
76,76,24,2024-10-09,Cancelled
77,77,13,2025-08-05,Cancelled
78,78,17,2025-04-29,Delivered
79,79,6,2025-06-01,Delivered
80,80,19,2024-09-04,Pending
81,81,50,2025-02-21,Delivered
82,82,11,2024-12-23,Delivered
83,83,40,2025-06-20,Cancelled
84,84,23,2025-03-28,Delivered
85,85,11,2025-04-21,Cancelled
86,86,24,2024-08-26,Delivered
87,87,1,2025-08-01,Pending
88,88,17,2025-02-09,Pending
89,89,32,2025-07-25,Cancelled
90,90,39,2025-03-18,Pending
91,91,50,2024-09-28,Delivered
92,92,7,2025-02-15,Pending
93,93,11,2025-05-15,Cancelled
94,94,4,2025-01-14,Cancelled
95,95,11,2025-05-17,Cancelled
96,96,47,2024-09-07,Delivered
97,97,16,2024-11-23,Pending
98,98,41,2024-12-10,Pending
99,99,38,2025-04-05,Delivered
100,100,47,2025-07-19,Cancelled
101,101,43,2025-06-25,Cancelled
102,102,19,2025-07-23,Pending
103,103,8,2024-12-12,Cancelled
104,104,16,2024-08-19,Delivered
105,105,7,2024-08-25,Cancelled
106,106,28,2025-01-31,Cancelled
107,107,40,2024-11-21,Cancelled
108,108,21,2025-03-24,Pending
109,109,6,2025-08-11,Cancelled
110,110,37,2025-02-25,Delivered
111,111,1,2024-12-23,Cancelled
112,112,34,2025-04-09,Cancelled
113,113,5,2024-11-03,Cancelled
114,114,8,2025-07-29,Pending
115,115,22,2025-07-02,Cancelled
116,116,35,2025-06-25,Pending
117,117,12,2024-10-20,Pending
118,118,24,2025-04-23,Pending
119,119,37,2024-12-24,Pending
120,120,38,2025-03-21,Pending
121,121,50,2024-10-25,Cancelled
122,122,8,2025-07-15,Delivered
123,123,8,2024-10-14,Delivered
124,124,4,2025-04-23,Pending
125,125,22,2025-04-04,Cancelled
126,126,25,2025-08-06,Delivered
127,127,8,2025-08-02,Delivered
128,128,29,2025-02-03,Cancelled
129,129,4,2024-09-24,Cancelled
130,130,17,2025-05-06,Pending
131,131,3,2025-04-13,Delivered
132,132,32,2025-07-12,Pending
133,133,15,2025-05-15,Cancelled
134,134,4,2024-10-26,Pending
135,135,1,2024-11-24,Cancelled
136,136,39,2024-11-12,Delivered
137,137,47,2024-12-30,Cancelled
138,138,5,2025-03-14,Delivered
139,139,41,2024-11-11,Cancelled
140,140,1,2025-07-04,Pending
141,141,12,2025-02-22,Cancelled
142,142,6,2024-10-19,Delivered
143,143,9,2024-08-23,Pending
144,144,17,2025-05-02,Delivered
145,145,5,2025-07-22,Pending
146,146,23,2025-03-17,Pending
147,147,38,2024-12-13,Delivered
148,148,47,2024-10-21,Pending
149,149,19,2025-03-23,Pending
150,150,36,2024-10-02,Pending
151,151,31,2024-08-20,Delivered
152,152,41,2025-07-30,Cancelled
153,153,16,2024-11-21,Delivered
154,154,48,2024-09-07,Cancelled
155,155,8,2025-07-09,Cancelled
156,156,37,2025-07-17,Cancelled
157,157,15,2025-05-12,Pending
158,158,48,2024-11-19,Pending
159,159,50,2025-07-04,Pending
160,160,39,2025-04-17,Pending
161,161,20,2025-06-10,Pending
162,162,46,2024-10-20,Pending
163,163,9,2025-06-30,Delivered
164,164,32,2025-01-13,Delivered
165,165,47,2025-04-24,Delivered
166,166,38,2025-02-07,Cancelled
167,167,35,2025-01-23,Cancelled
168,168,8,2024-10-02,Delivered
169,169,27,2025-06-22,Pending
170,170,24,2025-05-27,Delivered
171,171,26,2024-11-28,Pending
172,172,9,2025-07-24,Delivered
173,173,45,2025-04-20,Pending
174,174,9,2025-07-16,Pending
175,175,24,2024-10-04,Pending
176,176,16,2025-08-10,Delivered
177,177,30,2024-10-18,Pending
178,178,7,2024-08-28,Delivered
179,179,36,2025-07-25,Cancelled
180,180,31,2025-02-21,Cancelled
181,181,41,2025-06-03,Cancelled
182,182,38,2024-09-10,Cancelled
183,183,48,2025-05-28,Pending
184,184,36,2025-05-01,Pending
185,185,9,2025-06-29,Cancelled
186,186,1,2024-08-14,Delivered
187,187,50,2025-07-12,Delivered
188,188,38,2024-10-26,Cancelled
189,189,27,2024-12-28,Pending
190,190,26,2025-05-14,Pending
191,191,28,2024-08-24,Pending
192,192,31,2024-11-25,Cancelled
193,193,11,2025-07-12,Pending
194,194,6,2025-01-18,Delivered
195,195,27,2025-06-27,Cancelled
196,196,29,2024-08-21,Cancelled
197,197,17,2024-10-27,Pending
198,198,29,2024-09-10,Delivered
199,199,16,2024-08-16,Pending
200,200,31,2025-07-13,Cancelled
201,201,1,2025-04-22,Delivered
202,202,39,2025-06-11,Delivered
203,203,17,2024-12-09,Pending
204,204,31,2024-08-28,Pending
205,205,16,2024-10-12,Pending
206,206,15,2024-10-08,Cancelled
207,207,18,2025-08-02,Cancelled
208,208,6,2025-01-25,Cancelled
209,209,16,2024-10-27,Pending
210,210,20,2024-11-07,Delivered
211,211,19,2024-10-03,Pending
212,212,23,2025-02-01,Pending
213,213,43,2024-10-03,Pending
214,214,11,2024-09-20,Pending
215,215,50,2025-03-11,Delivered
216,216,32,2025-05-16,Delivered
217,217,41,2025-05-04,Cancelled
218,218,37,2025-01-29,Delivered
219,219,44,2024-08-30,Delivered
220,220,44,2024-10-01,Cancelled
221,221,25,2025-05-29,Cancelled
222,222,13,2024-12-07,Pending
223,223,11,2024-09-30,Pending
224,224,25,2025-06-05,Pending
225,225,11,2025-03-12,Cancelled
226,226,42,2025-06-14,Pending
227,227,25,2025-02-14,Delivered
228,228,9,2025-01-25,Delivered
229,229,34,2025-03-09,Cancelled
230,230,24,2025-04-08,Pending
231,231,9,2024-12-17,Delivered
232,232,36,2024-12-11,Delivered
233,233,25,2024-09-22,Delivered
234,234,32,2025-05-21,Pending
235,235,22,2025-07-22,Pending
236,236,43,2025-04-19,Cancelled
237,237,21,2025-04-20,Pending
238,238,45,2024-09-02,Delivered
239,239,26,2025-06-23,Pending
240,240,29,2024-09-10,Cancelled
241,241,13,2025-07-23,Cancelled
242,242,44,2025-05-06,Cancelled
243,243,43,2025-07-06,Cancelled
244,244,37,2024-12-23,Cancelled
245,245,9,2025-02-18,Delivered
246,246,41,2024-12-09,Pending
247,247,35,2025-08-04,Cancelled
248,248,25,2024-12-07,Pending
249,249,4,2025-08-01,Pending
250,250,35,2025-02-15,Cancelled
251,251,12,2025-01-08,Pending
252,252,23,2025-05-25,Pending
253,253,5,2025-03-13,Delivered
254,254,21,2025-07-02,Cancelled
255,255,1,2024-11-01,Cancelled
256,256,15,2025-06-18,Pending
257,257,19,2024-11-28,Cancelled
258,258,19,2025-08-03,Pending
259,259,38,2024-11-15,Pending
260,260,12,2024-10-23,Cancelled
261,261,40,2024-10-23,Cancelled
262,262,31,2024-10-04,Delivered
263,263,32,2025-03-20,Delivered
264,264,7,2025-07-12,Delivered
265,265,9,2024-10-24,Delivered
266,266,30,2025-05-01,Delivered
267,267,3,2025-01-01,Pending
268,268,43,2025-02-17,Pending
269,269,31,2025-01-15,Cancelled
270,270,30,2025-04-27,Delivered
271,271,19,2025-04-15,Delivered
272,272,3,2025-08-14,Delivered
273,273,40,2024-11-24,Cancelled
274,274,23,2024-11-20,Delivered
275,275,37,2025-07-29,Cancelled
276,276,47,2025-08-13,Cancelled
277,277,19,2025-02-03,Pending
278,278,19,2025-06-23,Pending
279,279,23,2025-05-28,Pending
280,280,49,2025-06-14,Delivered
281,281,23,2025-06-15,Pending
282,282,43,2025-03-23,Delivered
283,283,26,2025-03-28,Pending
284,284,47,2025-06-27,Cancelled
285,285,7,2025-03-07,Cancelled
286,286,39,2024-10-28,Delivered
287,287,24,2024-10-05,Delivered
288,288,29,2024-11-13,Pending
289,289,39,2024-11-08,Cancelled
290,290,24,2025-07-07,Pending
291,291,20,2025-05-13,Pending
292,292,20,2025-07-25,Delivered
293,293,31,2025-04-05,Cancelled
294,294,36,2024-12-22,Pending
295,295,6,2025-01-12,Delivered
296,296,8,2024-10-16,Pending
297,297,22,2025-01-07,Delivered
298,298,35,2024-11-14,Pending
299,299,16,2025-07-17,Cancelled
300,300,23,2025-06-09,Cancelled
301,301,23,2025-02-11,Pending
302,302,11,2025-02-04,Delivered
303,303,2,2024-10-11,Pending
304,304,16,2025-07-29,Cancelled
305,305,22,2025-07-30,Delivered
306,306,44,2025-04-21,Pending
307,307,26,2024-11-30,Cancelled
308,308,14,2025-07-03,Delivered
309,309,18,2024-12-23,Delivered
310,310,3,2025-01-21,Pending
311,311,18,2025-01-08,Cancelled
312,312,19,2025-06-10,Pending
313,313,48,2024-11-25,Delivered
314,314,9,2024-12-11,Cancelled
315,315,45,2024-09-08,Delivered
316,316,18,2025-04-10,Pending
317,317,39,2025-05-10,Delivered
318,318,32,2025-07-03,Pending
319,319,12,2024-12-31,Pending
320,320,37,2025-05-04,Pending
321,321,1,2024-12-05,Delivered
322,322,44,2025-05-17,Pending
323,323,8,2025-02-22,Cancelled
324,324,28,2024-11-29,Cancelled
325,325,23,2025-03-25,Delivered
326,326,15,2025-08-02,Delivered
327,327,35,2025-03-24,Pending
328,328,6,2024-11-11,Cancelled
329,329,50,2025-04-16,Delivered
330,330,16,2024-10-12,Delivered
331,331,43,2024-08-27,Pending
332,332,47,2025-03-04,Pending
333,333,7,2025-08-07,Delivered
334,334,12,2024-12-27,Delivered
335,335,13,2025-07-29,Delivered
336,336,31,2025-02-17,Pending
337,337,39,2025-02-15,Cancelled
338,338,40,2025-04-07,Delivered
339,339,21,2024-12-22,Delivered
340,340,15,2024-08-14,Cancelled
341,341,34,2025-04-06,Pending
342,342,45,2024-09-21,Pending
343,343,50,2025-05-18,Cancelled
344,344,5,2024-08-27,Pending
345,345,11,2024-12-30,Pending
346,346,12,2025-05-02,Cancelled
347,347,30,2025-02-01,Cancelled
348,348,29,2025-06-17,Pending
349,349,48,2025-01-29,Cancelled
350,350,5,2024-09-19,Cancelled
351,351,21,2025-03-23,Pending
352,352,9,2024-09-27,Pending
353,353,11,2025-02-18,Cancelled
354,354,25,2025-04-23,Delivered
355,355,34,2025-07-29,Delivered
356,356,17,2024-12-02,Cancelled
357,357,35,2025-04-11,Delivered
358,358,26,2025-03-22,Pending
359,359,45,2025-02-23,Pending
360,360,48,2025-01-03,Cancelled
361,361,43,2025-07-14,Pending
362,362,36,2025-07-21,Delivered
363,363,43,2024-11-01,Pending
364,364,27,2024-09-25,Pending
365,365,1,2025-07-11,Pending
366,366,35,2024-10-02,Pending
367,367,49,2025-04-25,Cancelled
368,368,45,2025-04-15,Pending
369,369,36,2024-10-14,Pending
370,370,34,2024-11-10,Cancelled
371,371,39,2024-12-14,Pending
372,372,18,2024-12-09,Delivered
373,373,41,2024-11-01,Pending
374,374,44,2025-01-03,Delivered
375,375,5,2024-10-08,Cancelled
376,376,33,2025-01-04,Cancelled
377,377,36,2025-06-17,Pending
378,378,8,2025-07-02,Pending
379,379,15,2024-09-21,Cancelled
380,380,9,2024-11-14,Delivered
381,381,12,2024-10-03,Pending
382,382,7,2025-06-28,Cancelled
383,383,6,2024-12-22,Cancelled
384,384,16,2025-05-07,Cancelled
385,385,48,2024-09-24,Pending
386,386,33,2025-07-21,Pending
387,387,20,2025-01-17,Pending
388,388,40,2024-12-21,Pending
389,389,49,2025-02-18,Delivered
390,390,17,2025-05-22,Delivered
391,391,41,2025-03-01,Cancelled
392,392,28,2024-10-08,Pending
393,393,15,2025-02-26,Delivered
394,394,43,2024-10-12,Pending
395,395,34,2024-12-29,Delivered
396,396,44,2024-10-29,Pending
397,397,37,2025-05-12,Cancelled
398,398,29,2025-06-10,Pending
399,399,22,2025-06-10,Delivered
400,400,8,2025-05-10,Pending
401,401,1,2025-02-13,Delivered
402,402,46,2025-05-26,Cancelled
403,403,38,2025-02-23,Delivered
404,404,5,2025-03-30,Pending
405,405,36,2025-03-29,Cancelled
406,406,9,2025-05-18,Cancelled
407,407,26,2024-12-31,Pending
408,408,38,2025-01-13,Cancelled
409,409,29,2025-04-03,Cancelled
410,410,33,2025-08-13,Cancelled
411,411,38,2024-11-25,Delivered
412,412,1,2025-07-20,Delivered
413,413,50,2025-07-19,Pending
414,414,8,2025-07-26,Pending
415,415,2,2025-05-23,Cancelled
416,416,12,2025-07-11,Cancelled
417,417,8,2024-11-29,Pending
418,418,17,2025-01-04,Pending
419,419,26,2025-04-29,Pending
420,420,39,2025-02-21,Delivered
421,421,17,2025-06-22,Pending
422,422,27,2025-05-18,Cancelled
423,423,2,2025-07-30,Pending
424,424,40,2025-04-16,Pending
425,425,34,2025-06-14,Delivered
426,426,40,2024-12-02,Pending
427,427,9,2025-06-27,Pending
428,428,18,2024-10-28,Pending
429,429,5,2024-11-20,Cancelled
430,430,50,2024-11-26,Cancelled
431,431,42,2024-08-31,Pending
432,432,12,2025-06-17,Cancelled
433,433,16,2024-11-18,Delivered
434,434,50,2025-05-01,Delivered
435,435,45,2025-01-10,Delivered
436,436,6,2025-02-25,Pending
437,437,27,2025-01-31,Pending
438,438,47,2025-03-10,Pending
439,439,29,2025-01-21,Pending
440,440,2,2025-02-20,Pending
441,441,13,2025-04-11,Delivered
442,442,1,2025-01-01,Delivered
443,443,9,2025-06-16,Cancelled
444,444,3,2025-02-04,Pending
445,445,23,2024-08-18,Delivered
446,446,27,2024-08-18,Pending
447,447,17,2025-07-23,Delivered
448,448,23,2024-11-06,Pending
449,449,25,2025-04-27,Pending
450,450,39,2025-04-17,Delivered
451,451,18,2025-03-13,Cancelled
452,452,17,2025-01-21,Pending
453,453,30,2025-04-07,Delivered
454,454,45,2025-03-16,Cancelled
455,455,45,2025-03-01,Pending
456,456,18,2025-06-27,Delivered
457,457,7,2024-12-11,Pending
458,458,4,2025-05-14,Delivered
459,459,6,2024-12-25,Delivered
460,460,33,2025-02-20,Pending
461,461,43,2024-08-24,Pending
462,462,43,2024-11-07,Pending
463,463,33,2025-06-26,Delivered
464,464,4,2025-04-09,Delivered
465,465,1,2025-03-22,Pending
466,466,20,2024-09-22,Cancelled
467,467,18,2025-06-12,Pending
468,468,35,2024-11-14,Delivered
469,469,36,2025-06-04,Cancelled
470,470,43,2025-05-01,Delivered
471,471,19,2024-09-30,Delivered
472,472,43,2024-10-12,Delivered
473,473,30,2025-02-22,Delivered
474,474,19,2025-04-16,Pending
475,475,28,2025-04-18,Pending
476,476,16,2024-08-23,Delivered
477,477,34,2025-05-12,Pending
478,478,35,2024-10-08,Pending
479,479,12,2024-12-25,Delivered
480,480,31,2025-06-20,Delivered
481,481,10,2024-08-23,Cancelled
482,482,18,2024-10-18,Delivered
483,483,15,2025-05-08,Pending
484,484,30,2024-08-25,Pending
485,485,43,2025-04-20,Delivered
486,486,42,2024-11-19,Delivered
487,487,30,2025-04-23,Pending
488,488,24,2025-05-07,Pending
489,489,12,2025-05-10,Delivered
490,490,18,2024-09-23,Delivered
491,491,44,2025-04-20,Pending
492,492,46,2025-04-04,Pending
493,493,3,2024-10-20,Pending
494,494,8,2025-07-02,Pending
495,495,23,2024-08-19,Pending
496,496,37,2025-04-15,Pending
497,497,45,2025-03-22,Delivered
498,498,34,2025-08-10,Cancelled
499,499,24,2024-09-25,Delivered
500,500,12,2025-01-30,Delivered
501,501,34,2025-05-12,Cancelled
502,502,29,2025-02-07,Pending
503,503,7,2025-01-27,Pending
504,504,9,2025-06-19,Pending
505,505,25,2025-01-25,Pending
506,506,33,2024-09-30,Pending
507,507,8,2025-04-17,Cancelled
508,508,40,2025-02-27,Cancelled
509,509,26,2024-08-24,Cancelled
510,510,29,2024-08-27,Delivered
511,511,36,2024-12-26,Cancelled
512,512,47,2024-11-11,Delivered
513,513,11,2024-11-26,Cancelled
514,514,47,2025-01-18,Cancelled
515,515,12,2025-06-29,Pending
516,516,20,2024-09-23,Cancelled
517,517,3,2024-10-10,Cancelled
518,518,16,2025-01-27,Pending
519,519,14,2024-08-24,Delivered
520,520,40,2025-07-26,Cancelled
521,521,9,2025-04-24,Pending
522,522,21,2025-07-14,Pending
523,523,8,2024-12-07,Pending
524,524,18,2025-01-31,Cancelled
525,525,31,2025-02-22,Cancelled
526,526,28,2025-06-13,Pending
527,527,1,2025-06-01,Cancelled
528,528,35,2025-04-24,Pending
529,529,46,2024-12-03,Cancelled
530,530,9,2024-10-16,Cancelled
531,531,27,2024-10-12,Delivered
532,532,44,2024-12-29,Delivered
533,533,44,2024-09-02,Pending
534,534,14,2025-08-03,Cancelled
535,535,15,2024-11-02,Cancelled
536,536,14,2025-03-10,Pending
537,537,47,2025-05-26,Cancelled
538,538,49,2024-09-06,Cancelled
539,539,25,2025-03-03,Delivered
540,540,36,2025-04-25,Cancelled
541,541,7,2025-04-25,Pending
542,542,1,2025-07-16,Delivered
543,543,26,2024-09-13,Pending
544,544,36,2024-09-08,Cancelled
545,545,49,2025-07-15,Delivered
546,546,49,2024-12-09,Pending
547,547,23,2024-11-21,Cancelled
548,548,33,2025-04-03,Cancelled
549,549,19,2025-01-05,Pending
550,550,30,2024-12-04,Pending
551,551,15,2024-09-16,Delivered
552,552,37,2025-01-14,Pending
553,553,24,2025-05-16,Pending
554,554,47,2025-01-23,Pending
555,555,1,2024-11-10,Delivered
556,556,16,2025-01-30,Delivered
557,557,31,2025-07-05,Cancelled
558,558,5,2025-03-16,Delivered
559,559,9,2025-06-15,Pending
560,560,23,2024-09-09,Cancelled
561,561,18,2025-03-19,Cancelled
562,562,13,2025-02-06,Delivered
563,563,25,2024-10-27,Cancelled
564,564,14,2025-05-23,Delivered
565,565,7,2025-06-13,Delivered
566,566,12,2025-03-31,Delivered
567,567,15,2024-10-25,Delivered
568,568,50,2024-10-17,Pending
569,569,5,2024-11-29,Cancelled
570,570,14,2025-04-14,Pending
571,571,26,2025-03-14,Pending
572,572,48,2025-08-05,Delivered
573,573,41,2024-10-08,Cancelled
574,574,43,2024-10-06,Delivered
575,575,6,2025-05-30,Delivered
576,576,11,2024-08-24,Pending
577,577,4,2024-10-14,Delivered
578,578,19,2025-07-29,Pending
579,579,1,2025-03-19,Pending
580,580,46,2024-12-08,Pending
581,581,15,2025-02-04,Pending
582,582,41,2024-12-21,Pending
583,583,27,2025-04-16,Delivered
584,584,5,2025-08-11,Cancelled
585,585,48,2025-05-03,Pending
586,586,9,2025-04-10,Pending
587,587,18,2024-10-18,Pending
588,588,10,2025-07-30,Pending
589,589,37,2025-03-28,Cancelled
590,590,4,2025-02-02,Delivered
591,591,35,2025-04-07,Delivered
592,592,35,2024-09-19,Delivered
593,593,43,2025-01-21,Cancelled
594,594,21,2025-08-11,Delivered
595,595,50,2024-12-20,Cancelled
596,596,42,2024-09-12,Cancelled
597,597,48,2024-10-06,Cancelled
598,598,49,2025-04-30,Pending
599,599,19,2025-05-04,Delivered
600,600,31,2025-08-12,Cancelled
601,601,23,2024-11-12,Pending
602,602,7,2025-03-21,Cancelled
603,603,43,2025-01-16,Delivered
604,604,1,2025-04-09,Pending
605,605,23,2024-10-08,Pending
606,606,24,2024-12-20,Delivered
607,607,43,2025-06-23,Cancelled
608,608,27,2025-08-09,Pending
609,609,11,2025-01-19,Delivered
610,610,31,2025-05-21,Cancelled
611,611,18,2025-03-13,Pending
612,612,34,2025-01-14,Pending
613,613,20,2024-09-12,Pending
614,614,9,2025-07-10,Cancelled
615,615,23,2025-06-09,Pending
616,616,39,2025-04-16,Pending
617,617,35,2025-04-18,Cancelled
618,618,36,2025-07-15,Cancelled
619,619,25,2025-03-06,Cancelled
620,620,20,2024-12-26,Pending
621,621,15,2024-11-25,Delivered
622,622,31,2024-12-01,Cancelled
623,623,50,2024-09-20,Cancelled
624,624,11,2024-12-20,Delivered
625,625,17,2025-06-10,Cancelled
626,626,28,2025-01-02,Cancelled
627,627,10,2025-02-17,Cancelled
628,628,45,2024-10-18,Delivered
629,629,33,2024-08-16,Cancelled
630,630,10,2024-08-23,Delivered
631,631,4,2024-09-18,Delivered
632,632,5,2025-01-26,Delivered
633,633,48,2025-06-11,Cancelled
634,634,27,2024-09-19,Pending
635,635,31,2024-10-19,Delivered
636,636,4,2025-06-03,Cancelled
637,637,24,2024-10-11,Pending
638,638,40,2025-06-02,Delivered
639,639,7,2025-01-08,Cancelled
640,640,8,2025-02-21,Pending
641,641,5,2025-06-11,Cancelled
642,642,10,2025-01-03,Delivered
643,643,28,2025-06-18,Pending
644,644,12,2024-11-25,Pending
645,645,38,2025-02-07,Pending
646,646,28,2024-10-23,Delivered
647,647,10,2025-04-13,Pending
648,648,36,2025-01-28,Pending
649,649,8,2024-10-20,Cancelled
650,650,19,2025-05-13,Cancelled
651,651,6,2025-04-17,Pending
652,652,38,2024-08-17,Pending
653,653,22,2024-11-13,Cancelled
654,654,25,2025-05-29,Delivered
655,655,6,2025-04-30,Cancelled
656,656,11,2024-12-25,Delivered
657,657,42,2025-07-16,Pending
658,658,36,2025-01-18,Cancelled
659,659,45,2025-05-12,Pending
660,660,19,2025-01-28,Delivered
661,661,36,2025-03-29,Delivered
662,662,4,2025-07-03,Delivered
663,663,31,2024-11-05,Delivered
664,664,50,2025-01-22,Delivered
665,665,15,2025-03-02,Delivered
666,666,41,2025-06-13,Delivered
667,667,24,2025-01-25,Delivered
668,668,7,2024-09-23,Cancelled
669,669,7,2025-07-25,Pending
670,670,46,2024-11-19,Cancelled
671,671,21,2024-11-14,Cancelled
672,672,38,2025-01-03,Delivered
673,673,10,2024-12-03,Cancelled
674,674,7,2024-12-16,Pending
675,675,9,2024-11-28,Pending
676,676,44,2025-06-17,Delivered
677,677,22,2024-09-24,Pending
678,678,16,2025-03-02,Pending
679,679,32,2024-12-25,Delivered
680,680,39,2024-10-25,Pending
681,681,28,2025-02-04,Delivered
682,682,8,2024-08-30,Cancelled
683,683,48,2025-06-02,Pending
684,684,49,2025-04-27,Cancelled
685,685,12,2024-11-08,Cancelled
686,686,12,2025-05-14,Cancelled
687,687,44,2024-09-05,Pending
688,688,7,2024-12-19,Pending
689,689,18,2025-04-26,Delivered
690,690,11,2025-01-29,Cancelled
691,691,40,2024-11-05,Cancelled
692,692,4,2025-04-20,Delivered
693,693,35,2025-03-14,Pending
694,694,33,2025-02-25,Cancelled
695,695,6,2024-08-17,Delivered
696,696,42,2025-04-23,Delivered
697,697,17,2024-08-19,Delivered
698,698,7,2024-09-08,Cancelled
699,699,17,2024-12-19,Pending
700,700,50,2024-11-05,Cancelled
701,701,25,2025-03-27,Delivered
702,702,49,2025-03-28,Pending
703,703,26,2025-01-24,Cancelled
704,704,17,2025-04-14,Delivered
705,705,30,2024-11-29,Delivered
706,706,6,2025-06-03,Pending
707,707,9,2025-03-29,Delivered
708,708,20,2024-09-25,Delivered
709,709,8,2024-09-28,Cancelled
710,710,38,2025-02-04,Pending
711,711,22,2024-11-20,Cancelled
712,712,26,2025-04-13,Delivered
713,713,12,2024-12-08,Cancelled
714,714,8,2025-02-15,Delivered
715,715,44,2025-05-25,Pending
716,716,20,2025-01-10,Cancelled
717,717,28,2025-07-21,Cancelled
718,718,30,2025-06-25,Delivered
719,719,27,2025-06-22,Cancelled
720,720,45,2024-11-13,Pending
721,721,42,2025-05-05,Cancelled
722,722,11,2025-02-17,Cancelled
723,723,4,2025-01-31,Pending
724,724,3,2025-04-29,Pending
725,725,20,2025-03-24,Delivered
726,726,50,2025-04-08,Pending
727,727,27,2024-10-13,Pending
728,728,27,2025-03-14,Delivered
729,729,19,2025-04-11,Delivered
730,730,18,2025-03-15,Cancelled
731,731,3,2025-01-14,Cancelled
732,732,35,2025-05-18,Cancelled
733,733,1,2024-11-04,Delivered
734,734,47,2024-09-11,Pending
735,735,33,2025-07-12,Pending
736,736,48,2024-08-24,Cancelled
737,737,8,2025-04-10,Cancelled
738,738,25,2025-06-25,Cancelled
739,739,16,2025-06-05,Pending
740,740,1,2024-11-21,Pending
741,741,24,2025-07-20,Pending
742,742,1,2024-09-11,Delivered
743,743,2,2025-05-22,Cancelled
744,744,26,2025-04-14,Cancelled
745,745,49,2025-05-21,Pending
746,746,49,2024-08-21,Pending
747,747,25,2024-11-01,Delivered
748,748,32,2024-09-27,Pending
749,749,47,2025-04-04,Pending
750,750,12,2025-02-09,Cancelled
751,751,39,2024-12-13,Cancelled
752,752,46,2025-05-19,Pending
753,753,20,2025-07-23,Pending
754,754,14,2025-02-16,Cancelled
755,755,30,2025-06-30,Delivered
756,756,36,2025-05-17,Delivered
757,757,27,2025-01-27,Cancelled
758,758,50,2024-12-21,Pending
759,759,20,2025-06-15,Pending
760,760,22,2025-03-05,Pending
761,761,26,2025-07-26,Cancelled
762,762,20,2025-03-26,Pending
763,763,3,2025-01-04,Cancelled
764,764,13,2024-12-08,Cancelled
765,765,16,2025-04-05,Cancelled
766,766,49,2025-04-02,Cancelled
767,767,38,2025-06-27,Cancelled
768,768,48,2024-12-27,Delivered
769,769,21,2024-11-11,Cancelled
770,770,36,2025-06-03,Cancelled
771,771,35,2024-09-03,Delivered
772,772,11,2025-01-07,Cancelled
773,773,28,2024-12-11,Pending
774,774,19,2025-05-20,Cancelled
775,775,34,2024-12-09,Cancelled
776,776,22,2025-05-26,Delivered
777,777,17,2025-06-01,Pending
